series,episode,baker,result,signature_handshake,technical,showstopper_handshake,signature,signature_ingredients,showstopper,showstopper_ingredients
10,7,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Rosie,IN,No,1,No,Mardi Gras Finnish Semlor Peacock Festival Buns,"lemon and white chocolate namelaka, raspberry jam, candy",Rainbow Sarawak Style Layer Cake,"lemon, mixed spice, nectarine jam, royal icing"
10,7,Steph,IN,Yes,4,No,Zest and Spice Hot Cross Buns,"cranberries, sultanas, spiced glaze, orange zest, lemon zest, cinnamon, cloves, star anise",Orange and Chai Spiced Revitalise Cake,"orange liqueur syrup, royal icing, marzipan, orange, chai, spice"
10,8,Alice,IN,No,3,No,"Leek, Apple & Goat's Cheese Tarte Tatin","leek, goat cheese, honey, thyme, granny smith apple",Apple Tree House Pie,"granny smith apple, blackberry, toasted pecans, caramel"
10,8,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,8,David,IN,No,1,No,Caramelly Carroty Tarte Tatin,"heritage carrot, walnut, shallots, carrot top pesto, whipped sirene",Whitby Fish Pie,"crab, salmon, root vegetables, whitby, "
10,8,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Henry,OUT,No,5,No,"Crab, Tomato & New Potato Tarte Tatin","crab, new potato, tomato, radish",Chandelier Picnic Pie,"ham, chicken, cranberries, apricot, blackberries, mint leaves, chorizo, cinnamon, chocolate, pecan"
10,8,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Rosie,IN,No,2,No,"Shallot, Aubergine & Goat's Cheese Spiced Tarte Tatin","eggplant, shallot, black garlic, red pepper, goat cheese, spice",Rapunzel's Tower,"chillies, curried vegetables, roasted vegetables, camembert"
10,8,Steph,STAR BAKER,No,4,No,Caramelised Onion & Goat's Cheese Tarte Tatin,"onion, shallots, goat cheese, balsamic venegar caramel, basil",Curried Chickpea & Potato Carousel,"chillies, chickpea and potato curry"
10,9,Alice,STAR BAKER,No,4,No,"Mocha, Hazelnut & Orange Domed Tarts","mocha mousse, espresso buttercream, orange curd, hazelnut praline paste, chocolate",Save Our Oceans,"lemon and honey custard, raspberry curd, chocolate, white chocolate bavarois, isomalt"
10,9,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,9,David,IN,No,2,No,Aperitif Domed Tarts,"liqueur spritz, speritif jelly, leche flan, orange pastry disk, roasted rhubarb, hazelnuts",Greenhouse Growing Moss,"parsnip, beetroot, prunes, apricots, chocolate, almonds, hazelnuts, buttercream"
10,9,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Henry,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Rosie,OUT,No,1,No,"Lemon, Raspberry & Mint Domed Tarts","pate sablee, lemon bavarian cream, raspberry gin, mint crème pat, yuzu jelly, lemon",Time with Family,"choux bun religieuse, mocha crème pat, brioche tarte tropezienne, chocolate tartlet, salted caramel crème, crème patissiere, chocolate ganache, orange sablee"
10,9,Steph,IN,No,3,No,"Raspberry, Lemon & White Chocolate Domed Tarts","white chocolate, raspberry jelly, lemon mousse, pate sablee, dark chocolate",A Night at the Opera,"chocolate, joconde sponge, chocolate orange macarons, chocolate ganache, orange crème au beurre"
10,10,Alice,Runner-up,No,2,No,"Chocolate, Pear, Ginger and Maple Cake","pears, chocolate, ginger, dark chocolate ganache, maple cream cheese buttercream, hazelnut brittle, red win,e cinnamon",End of the School Year Celebration Picnic,"raspberry, prosecco, orange, cardamom, carrot, blueberry, lemon curd, lemon cream cheese"
10,10,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,10,David,WINNER,No,1,No,"Chocolate, Armagnac and Prune Cake","prune, armagnac syrup, armagnac cream, chocolate, dark chocolate, cocoa powder, vanilla syrup",Peachy Pic-Nik,"saffron, orange blossom water, orange, apricot, fig, lemon"
10,10,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Henry,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Rosie,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Steph,Runner-up,No,3,No,Black Forest Chocolate Cake,"chocolate ganache, kirsch chantilly cream, cherry jam, cherries",Picnic in the Park,"spiced orange, almond, lemon, poppy seed, coconut"
11,1,Dave,IN,No,9,No,Chocolate Espresso Martini Battenberg Cake,"chocolate and coffee liqueur, vodka and coffee, vodka marzipan",Three Flavours of Tom DeLonge,"dark chocolate buttercream, mint, strawberry"
11,1,Hermine,IN,No,5,No,Chocolate & Orange Battenberg Cake,"orange liqueur marzipan, dark chocolate, orange",Ode to Lupita,"chocolate, coffee cream cheese icing,"
11,1,Laura,IN,No,6,No,Celebration of Summer Battenberg Cake,"raspberry ripple, coconut, butter cream",Lemon & Elderflower Freddie,"lemon and elderflower mascarpone cream, lemon, elderflower"
11,1,Linda,IN,No,12,No,Ambulance Battenberg Cake,raspberry buttercream,Lemon & Orange Bob Marley,"lemon, orange, lemon curd, orange curd, coconut rum mascarpone cream"
11,1,Loriea,OUT,No,10,No,Hot Summer's Day Treats Battenberg Cake,"bubble gum extract, cream soda syrup, cream soda flavouring, almond marzipan",,"scotch bonnect chilli, chocolate, spiced ginger and mango jam, swiss meringue buttercream"
11,1,Lottie,IN,No,4,No,Rhubarb and Custard Battenberg Cake,"rhubarb jam, custard",Coconut & Lime Louis Theroux,"coconut, lime, orange and chocolate buttercream"
11,1,Makbul,IN,No,8,No,East India Battenberg Cake,"pistachio marzipan, spiced stem ginger, orange",Tribute to Bill Bryson,"lemon, redcurrant jam, vanilla buttercream"
11,1,Marc,IN,No,11,No,Bittersweet Battenberg Cake,"sour cherry, chocolate, walnut, rosewater marzipan",Chocolate & Vanilla Ziggy,"chocolate, vanilla buttercream"
11,1,Mark,IN,No,7,No,Turkish Bazaar Inspired Battenberg Cake,"pistachio, cardamom, pomegranate, orange, almond and orange marzipan",Origin-ger of the Species' by Charles Darwin,"spiced ginger, coconut buttercream, chocolate and ginger ganache"
11,1,Peter,STAR BAKER,No,2,No,Gluten-Free Chocolate & Orange Battenberg Cake,"chocolate, pureed orange, chocolate and orange zest marzipan",In honour of Sir Chris,"strawberry jam, whipped double cream"
11,1,Rowan,IN,No,3,No,The Magic Flute' Battenberg Cake,"rose, vanilla, lemon",Let Them Eat Cake' – A Tribute To Marie Antoinette,"chocolate, kirsch-soaked cherries, white chocolate"
11,1,Sura,IN,No,1,No,Lemon & Orange Battenberg Cake,"lemon, orange",Ode to Attenborough,"coconut, raspberry italian meringue buttercream"
11,2,Dave,STAR BAKER,No,1,No,Feathered Chocolate Mango Florentines,"dried mango, white chocolate, milk chocolate, dark chocolate, candied peel",Waiting for Tacos',"cocoa powder, coffee, chocolate, brandy snap, amoretti"
11,2,Hermine,IN,No,5,No,Mango and Coconut Florentines,"dried mango, coconut, almond, ruby chocolate",Sakura Tea Set,"spiced ginger, royal icing"
11,2,Laura,IN,No,7,No,Salted Caramel Florentines,"almond, pecan, jumbo raisins, candied peel, milk chocolate, salted caramel",Celebration Afternoon Tea,"ginger, brandy snap"
11,2,Linda,IN,No,4,No,Flower Topped Florentines,"dark chocolate, crystallised ginger, brazil nuts, hazelnuts, pecans",High Tea in Amsterdam,"royal icing, rose water"
11,2,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,2,Lottie,IN,Yes,8,No,Quarantine Florentines,"pistachio, almond, coconut, ginger, cour cherry, dark chocolate, white chocolate",Viking Victuals,"ginger, charcoal powder, brandy snap"
11,2,Makbul,OUT,No,3,No,Mango and Cumin Florentines,"dried mango, cumin seeds, cashew",Indian Chai Service,"ginger, naan khatai"
11,2,Marc,IN,No,9,No,"Ginger, Cherry and Pistachio Florentines","ruby chocolate, ginger, dried cherry",Morning Coffee 'n' Toast,"spiced ginger, fondant, buttercream"
11,2,Mark,IN,No,2,No,Mango Lassi Florentines,"cardamom, white chocolate, macademia nuts, dried mango",	Ethiopian Coffee Ceremony,"coffee, cinnamon, charcoal powder"
11,2,Peter,IN,No,10,No,Sticky Toffee Florentines,"dark muscovado sugar, dates, almonds, pecans, sultanas, walnuts, caramalised white chocolate",Biscuit Burns Supper,"ginger, isomalt, brandy snap, scottish raspberry and oat cranachan cream"
11,2,Rowan,IN,No,11,No,Waistcoat Florentines,"almonds, orange, cherry, dried raspberry, caraway seeds, modeling chocolate",Worse Things Happen At Sea,"lemon, brandy snap, viennese biscuit"
11,2,Sura,IN,No,6,No,Sohan Florentines,"cardamom, saffron, rose water, almonds, pistachios",Speculaas Ramadan Tea Time,"cinnamon, nutmeg, ginger, black pepper, chocolate truffle, vanilla"
11,3,Dave,IN,No,9,No,Chilli Chocolate & Cheesy Bacon Soda Bread,"bacon, dried dill, dried chives, gruyere cheese, dark chocolates, dates, chilli, hazelnut",Grateful For My Home and Little Family',"mango, lime, chilli, hisbiscus, guava"
11,3,Hermine,IN,Yes,7,No,My Favourite Flavours Soda Bread,"salmon, gruyere cheese, chives, dried fruit, orange liqueur, cinnamon",	A Journey Back to France,"mixed herb, parmesan"
11,3,Laura,IN,No,6,No,Nana Peg's Nicely Spiced and Cherrylicious Soda Bread,"chorizo, spring onion, chilli, cheddar, glace cherry, marzipan",Showstopping Musical Theatre Inspired Bread,"pancetta, gruyere cheese, red chilli oil"
11,3,Linda,IN,No,1,No,Cyflym Bara Soda Bread,"red chilli, green chilli, cheddar cheese, parmesan cheese, coriander, brandy soaked dried fruit",Fruits of our Labour' Black Olive Bread & Tiger Bread,"black olive, glaze"
11,3,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,3,Lottie,IN,No,5,No,Blueberry Breakfast & Summertime Soda Bread,"blueberry, balsamic red onion, kalamata olives, smoked applewood cheese, maple bacon",My House In Bread,"cheddar, chorizo, sun-dried tomato, pesto"
11,3,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,3,Marc,STAR BAKER,No,2,No,Cornish Soda Breads,"cornish kern cheese, grated beetroot, milk chocolate, white chocolate, dried cranberries, beetroot, kelp",The Dharma Wheel Bread Sheaf,"fennel seeds, caraway seeds, coriander seeds"
11,3,Mark,IN,No,3,No,Sausage & Stout Soda Bread,"sobrasada, irish sheep smoked cheese, irish stout, dark chocolate, honey",Orchard County Bread with Sweet Apple and Savoury Wild Garlic,"apple, hazelnut, cinnamon, wild garlic"
11,3,Peter,IN,No,4,No,Black Pudding & Ginger Beer Soda Bread,"black pudding, ginger beer, green ginger wine, oat, alnut, thyme, crystallised ginger",Edinburgh Cityscape Bread Plaque,"multigrain, poppy seeds"
11,3,Rowan,OUT,No,10,No,Flavours of Italy	,"italian sausage, fennel seeds, lives, capers, saffrons, lemon, polenta, honey, raisins, olives",Worcestershire Pear Tree,"blue cheese, pear, chestnut, potato, truffle oil"
11,3,Sura,IN,No,8,No,Middle Eastern Inspired Soda Bread,"za'atar, olives, mixed dried fruits, walnuts",Mama's Tomato Vine Harvest Loaf,"olive, sun-dried tomato, feta cheese"
11,4,Dave,IN,No,8,No,Honeycomb Explosion Brownies,"honeycomb, popping candy, milk chocolate ganache",Strawberry Splash White Chocolate Fraisier Cake,"strawberry , white chocolate, white chocolate crème mousseline, amaretto, almond liqueur"
11,4,Hermine,IN,No,5,No,"Raspberry, White Chocolate & Pistachio Brownies","white chocolate, raspberry, pistachio, chocolate, coffee",	Lemon & White Chocolate Cake,"white chocolate, ganache, lemon syrup, lemond curd, itallian meringue buttercream, vanilla extract"
11,4,Laura,IN,No,2,No,Salted Caramel Brownie S'mores,"chocolate, hazelnut, salted caramel, italian meringue",Chocolate Heaven Cake,"white chocolate, italian meringue buttercream, blackcurrant jam"
11,4,Linda,IN,No,1,No,Treats of Christmas Past',"white chocolate, chopped mixed nuts, date, pistachio, turkish delights",English Rose Cake,"modeling chocolate, vanilla mascarpone cream, amaretto raspberry jam"
11,4,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,4,Lottie,IN,No,9,No,Have Your Cake and Eat It' Brownies,"chocolate, pecan, raspberry cheesecake, raspberry",Nana and Papa's Sapphire Anniversary Cake,"white chocolate, passion fruit curd, lime drizzle"
11,4,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,4,Marc,IN,No,6,No,Praline Brownies,"roasted macadamia nuts, praline buttercream, chocolate",White Chocolate & Raspberry Buttercream Celebration Cake,"white chocolate, raspberry swiss meringue buttercream"
11,4,Mark,STAR BAKER,No,3,No,	'Gimmie S'mores' Brownies,"chocolate chip cookie, italian meringue, caramelised cranberries",A Bake Off Birthday',"white chocolate, marul fruit liqueur, ground pistachios, lemon"
11,4,Peter,IN,No,4,No,Upside Down Brownies,"figs, pistachios, cinnamon, chocolate, medjool dates",Graduation Cake,"white chocolate, mango curd, coconut, yoghurt, chantilly whipped cream, chocolate"
11,4,Rowan,NA,NA,NA,NA,NA,NA,NA,NA
11,4,Sura,OUT,No,7,No,Double Chocolate Marshmallow Brownies,"dark chocolate, ruby chocolate, italian meringue",Strawberry & White Chocolate Celebration Cake,"chocolate, white chocolate, buttercream, strawberry and lemon jam"
11,5,Dave,IN,No,5,No,Thai Basil Chicken Pasties,"thai basil, chilli, chicken, jasmine rice","Chocolate, Mango and Lime Tart","chocolate, mango, lime, tequila"
11,5,Hermine,IN,No,2,No,Moroccan Tagine Pasties,"raisins, lemon, lamb tagine, chickpea",Lime Confit and Lemon Meringue Tart,"lemon curd, lime jelly, italian meringue"
11,5,Laura,STAR BAKER,No,6,No,Proper Tasty Pasties,"onion, cheddar, leeks, cream, dijon mustard, thyme",Kent Garden Tart,"italian meringue, key lime filling, ginger"
11,5,Linda,OUT,No,8,No,Spicy Indian Pasties,"spiced chicken, potato, coriander",Gypsy Tart,"chocolate, coffee, brandy, rosewater, vanilla"
11,5,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,5,Lottie,IN,No,4,No,Toad-In-The-Hole-Less Pasties,"mashed potato, sausage, onion, sage, fennel gravy",Apple Tree Tart,"apple puree, caramelised apple, boozy apple slices, toffee popcorn crème diplomat"
11,5,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,5,Marc,IN,No,7,No,Cornish Fish Pasties,"asparagus, monkfish, samphire",Posh Apple & Blackberry Pie,"blackberry jam, caramelised apple, chocolate cremeux, chocolate, sesame, glazed blackberries"
11,5,Mark,IN,No,3,No,Aloo Gobi Pasties,"aloo gobi, paneer cheese, tumeric, cumin, coriander, ginger, garlic, cauliflower",Mes-SAGE in a Bottle,"pear, sage, ginger, pear jam, ginger crème patissiere"
11,5,Peter,IN,No,1,No,Kedgeree Pasties,"haddock, white basmati rice, petit pois, boiled egg",Blackberry & Lemon Tart,"hazelnut, blackberry curd, caramelised nuts, lemon"
11,5,Rowan,NA,NA,NA,NA,NA,NA,NA,NA
11,5,Sura,NA,NA,NA,NA,NA,NA,NA,NA
11,6,Dave,IN,No,3,No,Chicken Shaped Katsu Curry Buns,"tumeric, chicken, katsu curry sauce",Matcha Shiba Inu Cake,"chocolate, match powder, rosewater, apple jam, vanilla buttercream"
11,6,Hermine,IN,No,4,No,Chicken Nikuman Panda Buns,"oyster sauce, spiced chicken, shitake mushroom, chilli",Strawberry Cherry Blossom Cake,"vanilla, strawberries, marshmallow fondant"
11,6,Laura,IN,No,7,No,Piggy Pork Belly Buns,"caramelised pork belly, hoisin, oyster sauce, sake, honey",Upside Down Pineapple Cake,"pineapple, coconut swiss meringue buttercream, lime and yuzu curd"
11,6,Linda,NA,NA,NA,NA,NA,NA,NA,NA
11,6,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,6,Lottie,IN,No,2,No,Cheeseburger Steamed Buns,"beef, sun-dried tomato, gherkin, bacon, cheese, onion",Into the Japanese Woods,"lime, cherry cream, whisky fudge, black cherries"
11,6,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,6,Marc,IN,No,6,No,Hmmmm Dhal' Steamed Buns,"mango, onion, smoked paprika, apple, lentil",Hamish the Dog Cake,"lemon swiss meringue buttercream, fondant, honey, tahini, ginger, soy bean powder"
11,6,Mark,OUT,No,5,No,Burger Buns,"gherkin, beef, onion, cheese, tomato puree",'Avo Baby',"avocado, marshmallow fondant, ruby chocolate, buttercream"
11,6,Peter,IN,No,1,No,Lamb Steamed Buns,"fish sauce, soy sauce, honey, cumin, lamb, garlic, ginger, chilli, coriander, spring onion, lamb cabbage",Dizzy the Shuttlecock,"asian pears, chestnut cream, white chocolate"
11,6,Rowan,NA,NA,NA,NA,NA,NA,NA,NA
11,6,Sura,NA,NA,NA,NA,NA,NA,NA,NA
11,7,Dave,IN,No,6,No,Novel Quiches,"potato, scrambled egg, sausage, beef, avocado",Tiramisu,"coffee ice cream, chocolate, almond liqueur, coffee ice cream, almond ice cream"
11,7,Hermine,STAR BAKER,No,1,No,Classic Quiches,"spinach, mushroom, salmon, leek, dijon mustard, gruyere cheese",Holiday Ice Cream Cake,"mango ice cream, coconut ice cream, palet breton, raspberry coulis"
11,7,Laura,IN,No,4,No,Pea & Pizza Quiches,"calabrian sausage, asparagus, nduja paste, mint, petit pois, goats cheese",Death by Chocolate,"salted caramel praline ice cream, chocolate ganache, brownie ice cream, chocolate, meringue"
11,7,Linda,NA,NA,NA,NA,NA,NA,NA,NA
11,7,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,7,Lottie,OUT,No,5,No,English Breakfast & Summer Salad Quiches,"sausage, tomato, black pudding, baked beans, beetroot, walnut, goats cheese",80's Mix Tape',"chocolate ice cream, puffed rice, cherry jelly, blackberry mousse"
11,7,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,7,Marc,IN,No,3,No,Cornish Quiches,"cod, cornish blue, haddock, davidstow cheddar, spelt, asparagus",Retro Ice Cream Parlour,"honey and hazelnut ice cream, blackberry mousse, butterscotch and pecan ice cream, chocolate joconde"
11,7,Mark,NA,NA,NA,NA,NA,NA,NA,NA
11,7,Peter,IN,Yes,2,No,Thai Curry & Salmon Quiches,"salmon, capers, white crab meat, chillies, asparagus, onions, coconut curry",Christmas Cake Surprise',"marzipan, italian meringue, brandy ice cream, christmas cake ice cream, chocolate, brandy snap"
11,7,Rowan,NA,NA,NA,NA,NA,NA,NA,NA
11,7,Sura,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Dave,IN,No,5,No,Celebration of Citrus' Cheesecakes,"lemon, orange and passion fruit jelly, lime meringue, orange zest, orange juice",Newquay Beach Scene,"apple jelly, guava jelly, clotted cream mousse, chocolate fudge, cocoa powder"
11,8,Hermine,STAR BAKER,No,3,No,Passion Fruit Cheesecakes,"cinnamon, passion fruit jelly, meringue, lime zest",	Chocolate and Raspberry Mousse Jelly Cake,"chocolate, kirsch syrup, chocolate mousse, strawberry mousse, white chocolate ganache"
11,8,Laura,IN,No,1,No,Passion Fruit Cheesecakes,"honey, oat, vanilla, passion fruit curd, passion fruit extract",Flower Power' Koi Jelly Art Cake,"raspberry mousse, white chocolate bavarois, jelly"
11,8,Linda,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Lottie,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Marc,OUT,No,2,No,New York Style Vanilla & Mascarpone Cheesecakes,"pecans, glazed apricots, almond, praline, vanilla mascarpone",Apple Jelly with Chocolate and Strawberry Mousse,"panna cotta, apple jelly, chocolate mousse, strawberry mousse, hazelnut meringue"
11,8,Mark,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Peter,IN,No,4,No,Lime & Ginger Cheesecakes,"lime curd, toasted oat, gingernut, crystallised ginger, lime",Snow Globe Jelly Cake,"orange extract, cranberry extract"
11,8,Rowan,NA,NA,NA,NA,NA,NA,NA,NA
11,8,Sura,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Dave,IN,No,3,No,"Honey Tequila, Passion Fruit & Mango Savarins","honey tequilla, mango and passion fruit curd, honey and cocoa chantilly cream, chocolate",Celebration of Chocolate Cube Cake,"chocolate mousse, white chocolate, milk chocolate, dark chocolate, caramel, coffee, hazelnut"
11,9,Hermine,OUT,No,2,No,Creme ét Abricot Baba au Rhum,"vanilla crème patissiere, apricot glaze, chantilly cream, chocolate",,"freeze-dried raspberries, coffee and praline mousse, joconde sponge, cherry sponge"
11,9,Laura,IN,No,4,No,"	Poached Pineapple, Kiwi and Passion Fruit Rum Babas","pineapple, kiwi, passion fruit, rum syrup, chantilly cream",Black Forest Cube Cakes,"dark chocolate, dark chocolate mousse, cherry, kirsch, white chocolate bavois"
11,9,Linda,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Lottie,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Marc,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Mark,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Peter,STAR BAKER,No,1,No,Strawberry & Elderflower Babas,"elderflower syrup, strawberries, strawberry crème diplomat, elderflower and lemon crème diplomat","	Chocolate, Raspberry & Pistachio Cube Cakes","chocolate, freeze-dried raspberry, pistachio praline, chocolate mousse, raspberry mousse, pistachio mousse"
11,9,Rowan,NA,NA,NA,NA,NA,NA,NA,NA
11,9,Sura,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Dave,Runner-up,No,1,No,Caramel Latte' Custard Slice,"coffee custard, caramel, hazelnut",Tower to Redemption,"amaretto syrup, strawberry, crème mousseline, chocolate, raspberry crème patissiere, brownies, macadamia nuts, white chocolate"
11,10,Hermine,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Laura,Runner-up,No,3,No,Yuzu Custard Slice,"chantilly cream, yuzu custard, raspberry, lemon and coconut gel, lime juice",Rainbow Dessert Tower,"carrot, walnut, orange and cinnamon cream cheese frosting, chocolate, spices, lemon, lime"
11,10,Linda,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Loriea,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Lottie,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Makbul,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Marc,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Mark,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Peter,WINNER,No,2,No,Cranachan Custard Slice,"raspberry crème patissiere, whiskey crème patissiere, caramelised oat",Bonkers Bake Off Bubble Cake,"puffed rice, spiced friands, chocolate, orange, strawberry, lemon and blackberry crème diplomat, strawberry cream"
11,10,Rowan,NA,NA,NA,NA,NA,NA,NA,NA
11,10,Sura,NA,NA,NA,NA,NA,NA,NA,NA
12,1,Amanda,IN,No,12,No,Cherry Soldier Mini Rolls,"Coffee, cherry, dark chocolate",Elderflower and lemon surf explosion,"lemon and elderflower sponge, elderflower liqueur buttercream, lemon curd"
12,1,Chigs,IN,No,11,No,Strawberries and cream mini rolls,"Chocolate and vanilla sponge, strawberry, strawberry Chantilly cream, pistachio",Where it all began,"Peanut butter and chocolate butter cream, chocolate sponge, "
12,1,Crystelle,IN,No,8,No,Chai and Chai Again Mini Rolls,"Jaggery(Unrefined sugar), Chai, Coconut, cinnamon, clove, cardamom, ginger",Boug-cake of flowers,"Cinnamon sponge, Italian meringue buttercream, roasted pecan, puffed rice marshmallow"
12,1,Freya,IN,No,2,No,Vegan Lemon & Raspberry Mini Rolls,"Aquafaba, lemon, raspberry, almond praline, vegan buttercream",Flower Potty,"Vegan Chocolate sponge, kirsch cream, cherry jam, vegan buttercream"
12,1,George,IN,No,3,No,Chocolate and hazelnut mini rolls,"Milk chocolate mini rolls, hazelnut bavarois, hazelnut",Greek table,"Lemon sponge, Italian meringue buttercream, fig jam"
12,1,Giuseppe,IN,No,10,No,Easter mini rolls,"Almond and orange sponge, ricotta cheese, orange blossom water, white chocolate",Jack and the beanstalk,"Chocolate sponge, cream cheese buttercream, raspberry coulis"
12,1,Jairzeno,IN,No,9,No,Lime and Passion fruit mini rolls,"Passionfruit caramel buttercream, lime and chili sponge, caramel",Kick the can cake,"Chili and Lime sponge, Guava buttercream"
12,1,Jurgen,STAR BAKER,No,6,No,Schwarzwald Mini Rolls,"chocolate genoise sponge, kirsch cream, sour cherry",Night time reading,"Orange and cardamom chiffon sponge, honey and rose butter cream, pistachio praline"
12,1,Lizzie,IN,No,4,No,Zoo mini rolls,"White chocolate, coffee sponge, tahini caramel",Nana’s peaches and cream,"Yuzu sponge, peach jam, vanilla mascarpone cream"
12,1,Maggie,IN,No,1,No,Knit and Natter Mini Rolls,"Meringue, dark chocolate, orange, milk chocolate",Ice-cream cornet,"Vanilla sponge, raspberry buttercream,"
12,1,Rochica,IN,No,7,No,Colin rolls,"Carrot, spelt flour, pecan brittle, cinnamon and vanilla cream",Apple cake,"Caramel and spiced apple sponge, spiced apple filling, browned buttercream"
12,1,Tom,OUT,No,5,No,Black Forest Mini Rolls,"Chocolate genoise sponge, cherry jam, dark chocolate, white cocolate",Classically spectacular showstopper,"Almond and lemon sponge, almond buttercream"
12,2,Amanda,IN,No,4,No,Open sesame brandy snaps,"Sesame, orange curd, stem ginger cream, ",Carousel rocking horse,lemon and cardamom sugar biscuit
12,2,Chigs,IN,No,7,No,Espresso martini brandy snaps,"Coffee liqueur, espresso, ginger, cinnamon, dark chocolate",Snooker table,"Spiced gingerbread, icing, marshmallow fondant"
12,2,Crystelle,IN,No,10,No,Apple of my p-eye brandy snaps,"Apple cider vinegar, crumble topping, apple filling, vanilla Chantilly cream",Vanity Playset,"Lemon and poppy seed biscuit, gingerbread, isomalt"
12,2,Freya,IN,No,3,No,Brandy snapuccinos,"Hazelnut praline, coffee liqueur, coconut-based vegan coffee cream",Winnie,"Brandy snap, crisp gingerbread,"
12,2,George,IN,No,8,No,Cypriot brandy snaps,"mastic(tree resin) and orange blossom cream, pistachios",Paul and Prue airlines,"Brandy kourabiedes, gingerbread, candy floss"
12,2,Giuseppe,IN,No,2,No,Gianduja snaps,"Hazelnut butter, chocolate creme pat, hazelnut, ",Reversi Board Game,"Chocolate and orange sable, ganache, gingerbread"
12,2,Jairzeno,OUT,No,9,No,"Chocolate, passion fruit, and pineapple brandy snaps","Dark chocolate and lime ganache, spiced pineapple, passion fruit curd",Tall ship,Spiced gingerbread
12,2,Jurgen,STAR BAKER,No,1,No,A cups of chai brandy snaps,"Chai creme pat, cinnamon, cardamom, clove, mango, whipped cream",Grandpa’s windmill,"Spiced scandinavian gingerbread, Tuile"
12,2,Lizzie,IN,No,6,No,Fast-food apple pie brandy snaps,"Creme diplomat, apple, calvados brandy, ",Paint a Truck,"Chocolate gingerbread, mint sweets, rum royal icing"
